model,group_key,group_name,label,support,precision,recall,f1
frozen,language,eng,adversative-contrast,1,0.0,0.0,0.0
frozen,language,eng,alternation,71,0.18181818181818182,0.056338028169014086,0.08602150537634409
frozen,language,eng,attribution,350,0.32857142857142857,0.19714285714285715,0.24642857142857144
frozen,language,eng,causal,382,0.13333333333333333,0.020942408376963352,0.03619909502262444
frozen,language,eng,comment,477,0.43103448275862066,0.10482180293501048,0.16863406408094436
frozen,language,eng,concession,235,0.2,0.01702127659574468,0.03137254901960784
frozen,language,eng,condition,185,0.3181818181818182,0.03783783783783784,0.06763285024154589
frozen,language,eng,conjunction,1145,0.23503861003861004,0.4253275109170306,0.30276655268884056
frozen,language,eng,context-background,1,0.0,0.0,0.0
frozen,language,eng,contrast,382,0.10714285714285714,0.007853403141361256,0.014634146341463415
frozen,language,eng,elaboration,1908,0.3557193557193557,0.6829140461215933,0.4677795727876503
frozen,language,eng,elaboration-additional,1,0.0,0.0,0.0
frozen,language,eng,elaboration-attribute,2,0.0,0.0,0.0
frozen,language,eng,expansion.level-of-detail.arg2-as-detail,1,0.0,0.0,0.0
frozen,language,eng,explanation,314,0.0,0.0,0.0
frozen,language,eng,frame,346,0.0,0.0,0.0
frozen,language,eng,mode,244,0.0,0.0,0.0
frozen,language,eng,organization,294,0.42857142857142855,0.01020408163265306,0.019933554817275746
frozen,language,eng,purpose,323,0.4,0.05572755417956656,0.09782608695652174
frozen,language,eng,purpose-attribute,1,0.0,0.0,0.0
frozen,language,eng,query,660,0.5029761904761905,0.7681818181818182,0.6079136690647482
frozen,language,eng,reformulation,83,0.25,0.060240963855421686,0.0970873786407767
frozen,language,eng,temporal,539,0.3616692426584235,0.43413729128014844,0.3946037099494098
frozen,language,fas,attribution,39,0.0,0.0,0.0
frozen,language,fas,causal,35,0.0,0.0,0.0
frozen,language,fas,comment,36,0.0,0.0,0.0
frozen,language,fas,concession,5,0.0,0.0,0.0
frozen,language,fas,condition,15,0.0,0.0,0.0
frozen,language,fas,conjunction,125,0.24242424242424243,0.704,0.36065573770491804
frozen,language,fas,contrast,54,0.0,0.0,0.0
frozen,language,fas,elaboration,153,0.34234234234234234,0.49673202614379086,0.4053333333333333
frozen,language,fas,explanation,45,0.0,0.0,0.0
frozen,language,fas,frame,31,0.0,0.0,0.0
frozen,language,fas,mode,7,0.0,0.0,0.0
frozen,language,fas,organization,16,0.0,0.0,0.0
frozen,language,fas,purpose,11,0.0,0.0,0.0
frozen,language,fas,temporal,20,0.0,0.0,0.0
frozen,language,fra,alternation,5,0.0,0.0,0.0
frozen,language,fra,attribution,14,0.0,0.0,0.0
frozen,language,fra,causal,32,0.0,0.0,0.0
frozen,language,fra,comment,13,0.0,0.0,0.0
frozen,language,fra,condition,6,0.0,0.0,0.0
frozen,language,fra,conjunction,124,0.2833333333333333,0.4112903225806452,0.3355263157894737
frozen,language,fra,contrast,29,0.0,0.0,0.0
frozen,language,fra,elaboration,184,0.3710144927536232,0.6956521739130435,0.4839319470699433
frozen,language,fra,explanation,30,0.0,0.0,0.0
frozen,language,fra,frame,90,0.0,0.0,0.0
frozen,language,fra,purpose,20,0.0,0.0,0.0
frozen,language,fra,query,0,0.0,0.0,0.0
frozen,language,fra,reformulation,0,0.0,0.0,0.0
frozen,language,fra,temporal,74,0.21505376344086022,0.2702702702702703,0.23952095808383234
frozen,language,ita,alternation,7,0.0,0.0,0.0
frozen,language,ita,causal,85,0.38095238095238093,0.09411764705882353,0.1509433962264151
frozen,language,ita,comment,0,0.0,0.0,0.0
frozen,language,ita,concession,32,0.0,0.0,0.0
frozen,language,ita,condition,33,1.0,0.030303030303030304,0.058823529411764705
frozen,language,ita,conjunction,59,0.15748031496062992,0.3389830508474576,0.21505376344086022
frozen,language,ita,contrast,11,0.0,0.0,0.0
frozen,language,ita,elaboration,1,0.0,0.0,0.0
frozen,language,ita,organization,3,0.0,0.0,0.0
frozen,language,ita,purpose,26,0.0,0.0,0.0
frozen,language,ita,query,0,0.0,0.0,0.0
frozen,language,ita,reformulation,64,0.35294117647058826,0.1875,0.24489795918367346
frozen,language,ita,temporal,53,0.26153846153846155,0.32075471698113206,0.288135593220339
frozen,language,zho,attribution,12,0.6666666666666666,0.16666666666666666,0.26666666666666666
frozen,language,zho,causal,6,0.0,0.0,0.0
frozen,language,zho,comment,13,0.0,0.0,0.0
frozen,language,zho,concession,2,0.0,0.0,0.0
frozen,language,zho,condition,1,0.0,0.0,0.0
frozen,language,zho,conjunction,32,0.2,0.09375,0.1276595744680851
frozen,language,zho,contrast,7,0.0,0.0,0.0
frozen,language,zho,elaboration,78,0.3673469387755102,0.9230769230769231,0.5255474452554745
frozen,language,zho,explanation,1,0.0,0.0,0.0
frozen,language,zho,frame,31,0.0,0.0,0.0
frozen,language,zho,mode,4,0.0,0.0,0.0
frozen,language,zho,organization,4,0.0,0.0,0.0
frozen,language,zho,purpose,23,0.0,0.0,0.0
frozen,language,zho,temporal,1,0.0,0.0,0.0
finetune,language,eng,adversative-contrast,1,0.0,0.0,0.0
finetune,language,eng,alternation,71,0.7083333333333334,0.7183098591549296,0.7132867132867133
finetune,language,eng,attribution,350,0.8181818181818182,0.8485714285714285,0.8330995792426368
finetune,language,eng,causal,382,0.40444444444444444,0.47643979057591623,0.4375
finetune,language,eng,comment,477,0.6166281755196305,0.559748427672956,0.5868131868131868
finetune,language,eng,concession,235,0.5525291828793775,0.6042553191489362,0.5772357723577236
finetune,language,eng,condition,185,0.7253886010362695,0.7567567567567568,0.7407407407407407
finetune,language,eng,conjunction,1145,0.6204188481675392,0.6209606986899563,0.6206896551724138
finetune,language,eng,context-background,1,0.0,0.0,0.0
finetune,language,eng,contrast,382,0.57,0.4476439790575916,0.501466275659824
finetune,language,eng,elaboration,1908,0.6880278191753602,0.7258909853249476,0.7064524356031625
finetune,language,eng,elaboration-additional,1,0.0,0.0,0.0
finetune,language,eng,elaboration-attribute,2,0.0,0.0,0.0
finetune,language,eng,expansion.level-of-detail.arg2-as-detail,1,0.0,0.0,0.0
finetune,language,eng,explanation,314,0.4,0.2802547770700637,0.3295880149812734
finetune,language,eng,frame,346,0.5288135593220339,0.4508670520231214,0.48673946957878317
finetune,language,eng,mode,244,0.731404958677686,0.7254098360655737,0.7283950617283951
finetune,language,eng,organization,294,0.6637554585152838,0.5170068027210885,0.5812619502868069
finetune,language,eng,purpose,323,0.8200589970501475,0.8606811145510835,0.8398791540785498
finetune,language,eng,purpose-attribute,1,0.0,0.0,0.0
finetune,language,eng,query,660,0.7858117326057299,0.8727272727272727,0.826992103374013
finetune,language,eng,reformulation,83,0.4342105263157895,0.39759036144578314,0.41509433962264153
finetune,language,eng,temporal,539,0.6335616438356164,0.686456400742115,0.6589492430988424
finetune,language,fas,attribution,39,0.6923076923076923,0.6923076923076923,0.6923076923076923
finetune,language,fas,causal,35,0.358974358974359,0.4,0.3783783783783784
finetune,language,fas,comment,36,0.35185185185185186,0.5277777777777778,0.4222222222222222
finetune,language,fas,concession,5,0.0,0.0,0.0
finetune,language,fas,condition,15,0.8125,0.8666666666666667,0.8387096774193549
finetune,language,fas,conjunction,125,0.6304347826086957,0.696,0.6615969581749049
finetune,language,fas,contrast,54,0.5714285714285714,0.5925925925925926,0.5818181818181818
finetune,language,fas,elaboration,153,0.6948051948051948,0.6993464052287581,0.6970684039087948
finetune,language,fas,explanation,45,0.37777777777777777,0.37777777777777777,0.37777777777777777
finetune,language,fas,frame,31,0.25,0.12903225806451613,0.1702127659574468
finetune,language,fas,mode,7,0.625,0.7142857142857143,0.6666666666666666
finetune,language,fas,organization,16,0.5,0.0625,0.1111111111111111
finetune,language,fas,purpose,11,0.7142857142857143,0.9090909090909091,0.8
finetune,language,fas,temporal,20,0.4,0.2,0.26666666666666666
finetune,language,fra,alternation,5,1.0,0.6,0.75
finetune,language,fra,attribution,14,0.5714285714285714,0.5714285714285714,0.5714285714285714
finetune,language,fra,causal,32,0.32142857142857145,0.28125,0.3
finetune,language,fra,comment,13,0.5,0.15384615384615385,0.23529411764705882
finetune,language,fra,concession,0,0.0,0.0,0.0
finetune,language,fra,condition,6,0.75,0.5,0.6
finetune,language,fra,conjunction,124,0.47413793103448276,0.4435483870967742,0.4583333333333333
finetune,language,fra,contrast,29,0.5238095238095238,0.3793103448275862,0.44
finetune,language,fra,elaboration,184,0.6304347826086957,0.7880434782608695,0.7004830917874396
finetune,language,fra,explanation,30,0.0,0.0,0.0
finetune,language,fra,frame,90,0.6612903225806451,0.45555555555555555,0.5394736842105263
finetune,language,fra,organization,0,0.0,0.0,0.0
finetune,language,fra,purpose,20,0.8421052631578947,0.8,0.8205128205128205
finetune,language,fra,query,0,0.0,0.0,0.0
finetune,language,fra,temporal,74,0.4095238095238095,0.581081081081081,0.48044692737430167
finetune,language,ita,alternation,7,1.0,0.5714285714285714,0.7272727272727273
finetune,language,ita,causal,85,0.7209302325581395,0.7294117647058823,0.7251461988304093
finetune,language,ita,concession,32,0.631578947368421,0.75,0.6857142857142857
finetune,language,ita,condition,33,0.7575757575757576,0.7575757575757576,0.7575757575757576
finetune,language,ita,conjunction,59,0.6153846153846154,0.4067796610169492,0.4897959183673469
finetune,language,ita,contrast,11,0.25,0.09090909090909091,0.13333333333333333
finetune,language,ita,elaboration,1,0.0,0.0,0.0
finetune,language,ita,mode,0,0.0,0.0,0.0
finetune,language,ita,organization,3,0.0,0.0,0.0
finetune,language,ita,purpose,26,0.9523809523809523,0.7692307692307693,0.851063829787234
finetune,language,ita,reformulation,64,0.5652173913043478,0.609375,0.5864661654135338
finetune,language,ita,temporal,53,0.4810126582278481,0.7169811320754716,0.5757575757575758
finetune,language,zho,attribution,12,0.9090909090909091,0.8333333333333334,0.8695652173913043
finetune,language,zho,causal,6,0.6666666666666666,0.6666666666666666,0.6666666666666666
finetune,language,zho,comment,13,0.8333333333333334,0.7692307692307693,0.8
finetune,language,zho,concession,2,0.6666666666666666,1.0,0.8
finetune,language,zho,condition,1,1.0,1.0,1.0
finetune,language,zho,conjunction,32,0.675,0.84375,0.75
finetune,language,zho,contrast,7,0.5454545454545454,0.8571428571428571,0.6666666666666666
finetune,language,zho,elaboration,78,0.7297297297297297,0.6923076923076923,0.7105263157894737
finetune,language,zho,explanation,1,0.0,0.0,0.0
finetune,language,zho,frame,31,0.7586206896551724,0.7096774193548387,0.7333333333333333
finetune,language,zho,mode,4,0.25,0.25,0.25
finetune,language,zho,organization,4,0.0,0.0,0.0
finetune,language,zho,purpose,23,0.6956521739130435,0.6956521739130435,0.6956521739130435
finetune,language,zho,temporal,1,1.0,1.0,1.0
finetune_tsv,language,eng,adversative-contrast,1,0.0,0.0,0.0
finetune_tsv,language,eng,alternation,71,1.0,1.0,1.0
finetune_tsv,language,eng,attribution,350,0.9971509971509972,1.0,0.9985734664764622
finetune_tsv,language,eng,attribution-positive,0,0.0,0.0,0.0
finetune_tsv,language,eng,causal,382,1.0,1.0,1.0
finetune_tsv,language,eng,comment,477,1.0,1.0,1.0
finetune_tsv,language,eng,concession,235,1.0,1.0,1.0
finetune_tsv,language,eng,condition,185,1.0,1.0,1.0
finetune_tsv,language,eng,conjunction,1145,1.0,1.0,1.0
finetune_tsv,language,eng,context-background,1,0.0,0.0,0.0
finetune_tsv,language,eng,contrast,382,1.0,1.0,1.0
finetune_tsv,language,eng,elaboration,1908,1.0,1.0,1.0
finetune_tsv,language,eng,elaboration-additional,1,0.0,0.0,0.0
finetune_tsv,language,eng,elaboration-attribute,2,0.0,0.0,0.0
finetune_tsv,language,eng,expansion.level-of-detail.arg2-as-detail,1,0.0,0.0,0.0
finetune_tsv,language,eng,explanation,314,1.0,1.0,1.0
finetune_tsv,language,eng,frame,346,1.0,1.0,1.0
finetune_tsv,language,eng,mode,244,1.0,1.0,1.0
finetune_tsv,language,eng,organization,294,1.0,1.0,1.0
finetune_tsv,language,eng,purpose,323,1.0,1.0,1.0
finetune_tsv,language,eng,purpose-attribute,1,0.0,0.0,0.0
finetune_tsv,language,eng,query,660,1.0,1.0,1.0
finetune_tsv,language,eng,reformulation,83,1.0,1.0,1.0
finetune_tsv,language,eng,temporal,539,1.0,1.0,1.0
finetune_tsv,language,fas,attribution,39,1.0,1.0,1.0
finetune_tsv,language,fas,causal,35,1.0,1.0,1.0
finetune_tsv,language,fas,comment,36,1.0,1.0,1.0
finetune_tsv,language,fas,concession,5,1.0,1.0,1.0
finetune_tsv,language,fas,condition,15,1.0,1.0,1.0
finetune_tsv,language,fas,conjunction,125,1.0,1.0,1.0
finetune_tsv,language,fas,contrast,54,1.0,1.0,1.0
finetune_tsv,language,fas,elaboration,153,1.0,1.0,1.0
finetune_tsv,language,fas,explanation,45,1.0,1.0,1.0
finetune_tsv,language,fas,frame,31,1.0,1.0,1.0
finetune_tsv,language,fas,mode,7,1.0,1.0,1.0
finetune_tsv,language,fas,organization,16,1.0,1.0,1.0
finetune_tsv,language,fas,purpose,11,1.0,1.0,1.0
finetune_tsv,language,fas,temporal,20,1.0,1.0,1.0
finetune_tsv,language,fra,alternation,5,1.0,1.0,1.0
finetune_tsv,language,fra,attribution,14,1.0,1.0,1.0
finetune_tsv,language,fra,causal,32,1.0,1.0,1.0
finetune_tsv,language,fra,comment,13,1.0,1.0,1.0
finetune_tsv,language,fra,condition,6,1.0,1.0,1.0
finetune_tsv,language,fra,conjunction,124,1.0,1.0,1.0
finetune_tsv,language,fra,contrast,29,1.0,1.0,1.0
finetune_tsv,language,fra,elaboration,184,1.0,1.0,1.0
finetune_tsv,language,fra,explanation,30,1.0,1.0,1.0
finetune_tsv,language,fra,frame,90,1.0,1.0,1.0
finetune_tsv,language,fra,purpose,20,1.0,1.0,1.0
finetune_tsv,language,fra,temporal,74,1.0,1.0,1.0
